Interactor 1 Gene symbol,Interactor 1 HPRD id,Interactor 1 RefSeq id,Interactor 2 Gene symbol,Interactor 2 HPRD id,Interactor 2 RefSeq id,"Experiment type (in vivo, in vitro and yeast 2-hybrid)"
CCND3,00452,NP_001751.1,VDR,03463,NP_000367.1,in vitro;in vivo;yeast 2-hybrid
ATP7A,02054,NP_000043.3,PDZD11,06622,NP_057568.1,in vivo;yeast 2-hybrid
SSTR5,01677,NP_001044.1,GOPC,06024,NP_065132.1,in vitro;in vivo;yeast 2-hybrid
SSTR5,01677,NP_001044.1,PEX5,02684,NP_001124495.1,in vitro;in vivo;yeast 2-hybrid
ADAMTS4,04853,NP_005090.3,SERPINA1,02463,NP_000286.3,in vivo;yeast 2-hybrid
ADAMTS4,04853,NP_005090.3,SERPINA3,00120,NP_001076.2,yeast 2-hybrid
ADAMTS4,04853,NP_005090.3,HP,00772,NP_005134.1,yeast 2-hybrid
ADAMTS4,04853,NP_005090.3,MT2A,08863,NP_005944.1,yeast 2-hybrid
HOXB2,00854,NP_002136.1,SOD1,00937,NP_000445.1,in vivo
POLR2C,15945,NP_116558.1,CCHCR1,05607,NP_001099034.1,in vitro;in vivo;yeast 2-hybrid
SPG20,06170,NP_055902.1,EPS15,08968,NP_001972.1,in vitro;yeast 2-hybrid
NXF1,04035,NP_006353.2,MAP1A,02549,NP_002364.5,yeast 2-hybrid
NXF1,04035,NP_006353.2,MAP1B,01139,NP_005900.2,in vitro;in vivo;yeast 2-hybrid
NXF1,04035,NP_006353.2,STRAP,05816,NP_009109.3,yeast 2-hybrid
NXF2,02260,NP_060279.2,MAP1A,02549,NP_002364.5,yeast 2-hybrid
NXF2,02260,NP_060279.2,MAP1B,01139,NP_005900.2,in vitro;in vivo;yeast 2-hybrid
PRF1,01362,NP_005032.2,GZMB,00476,NP_004122.2,in vivo
MAP1B,01139,NP_005900.2,STAU1,03422,NP_059347.2,in vitro;in vivo
MAP1B,01139,NP_005900.2,STRAP,05816,NP_009109.3,in vitro;in vivo
MAP1B,01139,NP_005900.2,U2AF1,01871,NP_006749.1,in vitro;in vivo
MAP1B,01139,NP_005900.2,MAGOH,04005,NP_002361.1,in vitro
MAP1B,01139,NP_005900.2,U2AF2,01872,NP_009210.1,in vivo
POU2F1,01250,NP_002688.2,TLE4,05502,AAH59405.1,in vitro
POU2F1,01250,NP_002688.2,AES,02556,NP_945320.1,in vitro;yeast 2-hybrid
MSX1,00866,NP_002439.2,TLE4,05502,AAH59405.1,in vitro
MSX1,00866,NP_002439.2,AES,02556,NP_945320.1,in vitro
MSX1,00866,NP_002439.2,MSX1,00866,NP_002439.2,in vitro
GZMB,00476,NP_004122.2,PARP1,01435,NP_001609.2,in vitro
MSX1,00866,NP_002439.2,POU2F1,01250,NP_002688.2,in vitro
MSX1,00866,NP_002439.2,TLE1,02557,NP_005068.2,in vivo
SEC23A,06714,NP_006355.2,CDK18,01354,NP_997668.1,in vivo;yeast 2-hybrid
SEC23A,06714,NP_006355.2,CDK16,02409,NP_148978.2,in vitro;in vivo;yeast 2-hybrid
GLE1,04536,NP_001003722.1,NUPL2,14855,NP_031368.1,in vitro;yeast 2-hybrid
VDR,03463,NP_000367.1,RXRG,01579,NP_008848.1,yeast 2-hybrid
VDR,03463,NP_000367.1,FGR,01288,NP_005239.1,yeast 2-hybrid
UBE2N,04725,NP_003339.1,UBB,06771,NP_061828.1,in vitro
NAPA,04447,NP_003818.2,GNA12,05093,NP_031379.2,in vitro;yeast 2-hybrid
PLXNB3,02198,NP_005384.2,RIT2,15253,NP_002921.1,in vivo;yeast 2-hybrid
SRGN,01513,NP_002718.2,GZMB,00476,NP_004122.2,in vitro
PLXNB3,02198,NP_005384.2,PLXNB3,02198,NP_005384.2,in vivo
ESR1,00589,NP_000116.2,HEXIM1,09544,NP_006451.1,in vivo
ESR1,00589,NP_000116.2,CCNT1,03938,NP_001231.2,in vitro;in vivo
GNL3,06419,NP_055181.3,PPP2R5A,03384,NP_006234.1,in vivo;yeast 2-hybrid
RILP,09706,NP_113618.2,RILP,09706,NP_113618.2,in vitro;in vivo;yeast 2-hybrid
YIF1A,06755,NP_065203.2,YIPF5,18071,NP_110426.4,in vivo;yeast 2-hybrid
MLLT1,15933,NP_005925.2,AFF1,08871,NP_005926.1,in vitro;in vivo;yeast 2-hybrid
MLLT1,15933,NP_005925.2,AFF4,09187,NP_055238.1,yeast 2-hybrid
MLLT1,15933,NP_005925.2,MLLT10,03874,NP_004632.1,yeast 2-hybrid
SH2B2,16097,NP_066189.3,PDLIM7,10436,NP_005442.2,in vivo;yeast 2-hybrid
GZMB,00476,NP_004122.2,GRIA3,02378,NP_000819.3,in vivo
ECM1,03727,NP_004416.2,FBLN1,00629,NP_006477.2,in vitro;yeast 2-hybrid
PAX6,06167,NP_001595.2,HOMER3,07270,NP_004829.3,yeast 2-hybrid
PAX6,06167,NP_001595.2,DYNLL1,03334,NP_003737.1,yeast 2-hybrid
PAX6,06167,NP_001595.2,TRIM11,07429,NP_660215.1,yeast 2-hybrid
HDAC4,05610,NP_006028.2,ANKRA2,12044,NP_075526.1,in vitro;in vivo;yeast 2-hybrid
HDAC4,05610,NP_006028.2,MAP1S,10461,NP_060644.4,yeast 2-hybrid
HDAC4,05610,NP_006028.2,RFXANK,04435,NP_003712.1,in vitro;in vivo
HDAC4,05610,NP_006028.2,REV3L,04145,O60673,yeast 2-hybrid
HDAC4,05610,NP_006028.2,ATRX,02069,NP_000480.2,yeast 2-hybrid
HDAC4,05610,NP_006028.2,CIITA,02475,NP_000237.2,in vivo
GZMB,00476,NP_004122.2,CASP3,02799,NP_004337.2,in vitro;in vivo
HDAC5,09246,NP_001015053.1,ANKRA2,12044,NP_075526.1,in vitro;in vivo
HDAC5,09246,NP_001015053.1,RFXANK,04435,NP_003712.1,in vitro;in vivo
HDAC5,09246,NP_001015053.1,CIITA,02475,NP_000237.2,in vivo
RFXANK,04435,NP_003712.1,RFX5,03517,NP_000440.1,in vivo
PTEN,03431,NP_000305.3,MAST2,11294,NP_055927.2,in vitro;yeast 2-hybrid
PTEN,03431,NP_000305.3,MAST1,17469,NP_055790.1,in vitro;yeast 2-hybrid
GOLGA3,03990,NP_005886.2,GOPC,06024,NP_065132.1,in vitro;in vivo;yeast 2-hybrid
NF2,06980,NP_000259.1,RALGDS,03371,NP_006257.1,in vitro;in vivo;yeast 2-hybrid
SMAD5,04381,NP_005894.3,HOXA13,00847,NP_000513.2,yeast 2-hybrid
SMAD5,04381,NP_005894.3,HOXD13,00872,BAB11690.1,yeast 2-hybrid
GZMB,00476,NP_004122.2,PTK2,02859,NP_005598.3,in vitro
SMAD1,03356,NP_005891.1,HOXA13,00847,NP_000513.2,yeast 2-hybrid
SMAD1,03356,NP_005891.1,HOXD13,00872,BAB11690.1,in vivo;yeast 2-hybrid
SMAD2,03221,NP_005892.1,HOXA13,00847,NP_000513.2,yeast 2-hybrid
SMAD2,03221,NP_005892.1,HOXD13,00872,BAB11690.1,yeast 2-hybrid
MEIS1,03442,NP_002389.1,HOXA13,00847,NP_000513.2,in vivo;yeast 2-hybrid
MEIS1,03442,NP_002389.1,HOXD13,00872,BAB11690.1,in vivo;yeast 2-hybrid
MEIS1,03442,NP_002389.1,HOXA11,00846,NP_005514.1,yeast 2-hybrid
MEIS1,03442,NP_002389.1,HOXC13,00862,NP_059106.2,yeast 2-hybrid
MEIS1,03442,NP_002389.1,HOXB8,00851,NP_076921.1,yeast 2-hybrid
MEIS1,03442,NP_002389.1,HOXA5,00840,NP_061975.2,yeast 2-hybrid
GZMB,00476,NP_004122.2,PRKDC,02941,NP_008835.5,in vitro
MEIS1,03442,NP_002389.1,HOXB4,07032,NP_076920.1,yeast 2-hybrid
MEIS1,03442,NP_002389.1,HOXA2,05252,NP_006726.1,yeast 2-hybrid
HOXA13,00847,NP_000513.2,MEIS2,03443,NP_733775.1,yeast 2-hybrid
HOXA13,00847,NP_000513.2,MEIS3,14386,NP_064545.1,yeast 2-hybrid
PGR,07077,NP_000917.3,NCOA3,03570,NP_858045.1,yeast 2-hybrid
RUNX1,01043,NP_001745.2,NCOR2,02910,NP_006303.3,yeast 2-hybrid
NCF1,01990,NP_000256.3,NOXA1,17644,NP_006638.1,yeast 2-hybrid
NCF1,01990,NP_000256.3,GAA,06006,NP_000143.2,yeast 2-hybrid
NCF1,01990,NP_000256.3,SFRS2,02888,NP_003007.2,yeast 2-hybrid
NCF1,01990,NP_000256.3,MYBPC3,02980,NP_000247.2,yeast 2-hybrid
GZMB,00476,NP_004122.2,CASP7,03457,NP_203124.1,in vitro
NCF1,01990,NP_000256.3,GMNN,06783,NP_056979.1,yeast 2-hybrid
NCF1,01990,NP_000256.3,MGAM,01104,NP_004659.2,yeast 2-hybrid
TRPV2,05980,NP_057197.2,TRPV2,05980,NP_057197.2,in vivo
TRPV2,05980,NP_057197.2,TRPV1,03648,NP_542437.2,in vivo
UBB,06771,NP_061828.1,TRIM37,05463,NP_056109.1,in vitro;in vivo;yeast 2-hybrid
F2,01488,NP_000497.1,F2RL1,02960,NP_005233.3,in vitro
PRKCD,01501,NP_006245.2,ACTA2,00031,NP_001604.1,in vitro
ELANE,00554,NP_001963.1,F2RL1,02960,NP_005233.3,in vitro
CAPN1,00253,NP_005177.2,F2RL1,02960,NP_005233.3,in vitro
CAPN2,00254,NP_001739.2,F2RL1,02960,NP_005233.3,in vitro
PLG,01417,NP_000292.1,F2R,01763,NP_001983.2,in vitro
ELANE,00554,NP_001963.1,F2R,01763,NP_001983.2,in vitro
PRTN3,01512,NP_002768.3,F2R,01763,NP_001983.2,in vitro
CAPN1,00253,NP_005177.2,F2R,01763,NP_001983.2,in vitro
MMP2,00386,NP_004521.1,DCN,00501,NP_001911.1,in vitro
MMP3,01703,NP_002413.1,DCN,00501,NP_001911.1,in vitro
MMP3,01703,NP_002413.1,SPP1,01325,NP_001035147.1,in vitro
SERPINB9,03480,NP_004146.1,GZMB,00476,NP_004122.2,in vitro
MMP9,00387,NP_004985.2,TFPI,01064,NP_006278.1,in vitro
MMP1,00384,NP_002412.1,TFPI,01064,NP_006278.1,in vitro
DUSP9,02136,NP_001386.1,MAPK1,01496,NP_002736.3,yeast 2-hybrid
DUSP9,02136,NP_001386.1,MAPK3,03479,NP_002737.2,yeast 2-hybrid
DUSP9,02136,NP_001386.1,MAPK14,02619,NP_001306.1,yeast 2-hybrid
PRSS2,03335,NP_002761.1,MMP9,00387,NP_004985.2,in vitro
GZMB,00476,NP_004122.2,DFFA,03531,NP_004392.1,in vitro;in vivo
MMP10,01704,NP_002416.1,MMP9,00387,NP_004985.2,in vitro
CASP4,04047,NP_001216.1,IL1B,00985,NP_000567.1,in vitro
MMP1,00384,NP_002412.1,COL2A1,00361,NP_001835.3,in vitro
EP300,04078,NP_001420.2,KPNA2,02818,NP_002257.1,in vivo
CASP6,03321,NP_001217.2,PSME3,05500,NP_789839.1,in vitro
CASP6,03321,NP_001217.2,PRKCZ,01504,NP_002735.3,in vitro
CASP8,03459,NP_001073594.1,PRKCZ,01504,NP_002735.3,in vitro
CASP7,03457,NP_203124.1,PRKCZ,01504,NP_002735.3,in vitro
APOA1,02517,NP_000030.1,PLTP,01399,NP_006218.1,in vivo
GZMB,00476,NP_004122.2,BID,03590,NP_932070.1,in vivo
IGFBP3,00899,NP_001013416.1,PLG,01417,NP_000292.1,in vitro;in vivo
IGFBP3,00899,NP_001013416.1,F2,01488,NP_000497.1,in vitro;in vivo
KLK3,01461,NP_001639.1,SEMG2,01642,NP_002999.1,in vitro
EIF2S1,04881,NP_004085.1,EIF2AK2,01468,NP_002750.1,in vitro;in vivo
F5,01964,NP_000121.2,F2,01488,NP_000497.1,in vitro;in vivo
KLK3,01461,NP_001639.1,IGFBP3,00899,NP_001013416.1,in vitro
GP5,01431,NP_004479.1,F2,01488,NP_000497.1,in vitro
TFPI,01064,NP_006278.1,MMP8,00385,NP_002415.1,in vitro
TFPI,01064,NP_006278.1,MMP7,01525,NP_002414.1,in vitro
TFPI,01064,NP_006278.1,MMP12,03027,NP_002417.2,in vitro
STK4,05395,NP_006273.1,CASP3,02799,NP_004337.2,in vitro;in vivo
KRT18,01020,NP_000215.1,CASP3,02799,NP_004337.2,in vitro
KRT18,01020,NP_000215.1,CASP6,03321,NP_001217.2,in vitro
KRT18,01020,NP_000215.1,CASP7,03457,NP_203124.1,in vitro
CASP9,03756,NP_001220.2,CASP3,02799,NP_004337.2,in vitro
RAB27A,04845,NP_004571.2,GZMB,00476,NP_004122.2,in vivo
GCG,00676,NP_002045.1,CTSL1,00293,NP_001903.1,in vitro
AR,02437,NP_000035.2,KAT2B,06780,NP_003875.3,in vitro
AR,02437,NP_000035.2,EP300,04078,NP_001420.2,in vitro
QDPR,02025,NP_000311.2,QDPR,02025,NP_000311.2,yeast 2-hybrid
PAH,08943,NP_000268.1,PAH,08943,NP_000268.1,in vitro;yeast 2-hybrid
PCBD1,00523,NP_000272.1,PCBD1,00523,NP_000272.1,yeast 2-hybrid
MYC,01818,NP_002458.2,GSK3B,05418,NP_002084.2,in vitro;in vivo
KLKB1,01971,NP_000883.2,F12,01992,NP_000496.2,in vitro
APOH,00728,NP_000033.2,F10,01966,NP_000495.1,in vitro
GZMB,00476,NP_004122.2,UBE4A,06793,NP_004779.2,in vitro
CFI,01955,NP_000195.2,C3,00400,NP_000055.2,in vitro
C1S,00397,NP_958850.1,C1R,01954,NP_001724.3,in vitro;in vivo
SERPINF2,02029,NP_000925.2,F13A1,00604,NP_000120.2,in vitro
PLG,01417,NP_000292.1,MMP3,01703,NP_002413.1,in vitro
GZMB,00476,NP_004122.2,UBE4B,11659,AAD02233.1,in vitro
ACAN,01123,NP_037359.3,MMP2,00386,NP_004521.1,in vitro
ACAN,01123,NP_037359.3,MMP20,05218,NP_004762.2,in vitro
ACAN,01123,NP_037359.3,ADAMTS5,05420,NP_008969.2,in vivo
TXNDC11,07125,NP_056998.4,DUOX2,05997,NP_054799.4,in vivo
TXNDC11,07125,NP_056998.4,DUOX1,08421,NP_059130.2,in vivo;yeast 2-hybrid
ACAN,01123,NP_037359.3,MMP1,00384,NP_002412.1,in vitro
ACAN,01123,NP_037359.3,MMP19,03486,NP_073627.1,in vitro
ACAN,01123,NP_037359.3,MMP8,00385,NP_002415.1,in vitro
ACAN,01123,NP_037359.3,MMP14,02856,NP_004986.1,in vitro;in vivo
USP7,03950,NP_003461.2,BCOR,06458,NP_001116857.1,yeast 2-hybrid
ACAN,01123,NP_037359.3,MMP3,01703,NP_002413.1,in vitro
GZMB,00476,NP_004122.2,XRCC4,15951,NP_071801.1,in vivo
TXNDC11,07125,NP_056998.4,TPO,06000,NP_000538.3,in vivo
ATN1,06311,NP_001931.2,FBLN5,05204,NP_006320.2,yeast 2-hybrid
CYC1,00480,NP_001907.2,CYCS,00479,NP_061820.1,in vitro
DUOX1,08421,NP_059130.2,TPO,06000,NP_000538.3,in vivo
RABGGTB,01532,NP_004573.2,RAB6A,01543,NP_002860.2,in vitro
RABGGTB,01532,NP_004573.2,RAB11A,05715,NP_004654.1,in vivo
BCL2,01045,NP_000624.2,CYCS,00479,NP_061820.1,in vivo
SNCA,01227,NP_000336.1,CYCS,00479,NP_061820.1,in vitro;in vivo
RABGGTB,01532,NP_004573.2,RAB27A,04845,NP_004571.2,in vitro
RABGGTB,01532,NP_004573.2,RAB5A,01542,NP_004153.2,in vitro
RAB7A,03805,NP_004628.4,RABGGTB,01532,NP_004573.2,in vitro
IGFBP5,00901,NP_000590.1,F2,01488,NP_000497.1,in vitro
IGFBP5,00901,NP_000590.1,PAPPA2,10156,NP_064714.2,in vitro
F8,02384,NP_000123.1,F2,01488,NP_000497.1,in vitro
UQCRC1,01875,NP_003356.2,CYCS,00479,NP_061820.1,in vitro
ALAS2,02356,NP_000023.2,RABGGTB,01532,NP_004573.2,in vivo
CREBBP,02534,NP_004371.2,SERTAD1,15326,NP_037508.2,in vitro;in vivo;yeast 2-hybrid
CREBBP,02534,NP_004371.2,SERTAD2,18040,NP_055570.1,in vivo
CREBBP,02534,NP_004371.2,SERTAD3,15327,NP_037500.2,in vivo
MKL1,10445,NP_065882.1,UBE2I,09045,NP_003336.1,in vitro;yeast 2-hybrid
VDAC2,01904,AAA60144.1,CYCS,00479,NP_061820.1,in vivo
PTEN,03431,NP_000305.3,STK11,03740,NP_000446.1,in vitro;in vivo;yeast 2-hybrid
IGFBP5,00901,NP_000590.1,RASSF1,05470,NP_733832.1,yeast 2-hybrid
CHM,02312,NP_000381.1,RAB32,06700,NP_006825.1,yeast 2-hybrid
CHM,02312,NP_000381.1,RAB18,03731,NP_067075.1,yeast 2-hybrid
CHM,02312,NP_000381.1,RAB14,06693,NP_057406.2,yeast 2-hybrid
CHM,02312,NP_000381.1,RAB5B,01544,NP_002859.1,yeast 2-hybrid
CHM,02312,NP_000381.1,RAB4A,01541,NP_004569.2,yeast 2-hybrid
CHM,02312,NP_000381.1,RAB3B,01540,NP_002858.2,yeast 2-hybrid
MEP1A,02666,NP_005579.2,TAC1,08876,NP_003173.1,in vitro
BCL2L1,02497,NP_612815.1,CYCS,00479,NP_061820.1,in vivo
PREP,02673,NP_002717.3,KNG1,01970,NP_001095886.1,in vitro
MEP1A,02666,NP_005579.2,KNG1,01970,NP_001095886.1,in vitro
MKL1,10445,NP_065882.1,SUMO1,03554,NP_003343.1,in vitro;in vivo
APAF1,03755,NP_863651.1,CYCS,00479,NP_061820.1,in vivo
CASP9,03756,NP_001220.2,CYCS,00479,NP_061820.1,in vivo
SAFB,04205,NP_002958.2,CYCS,00479,NP_061820.1,in vivo
CYB5R1,06434,NP_057327.2,CYCS,00479,NP_061820.1,in vitro
GIPC1,05462,NP_005707.1,LRP2,02509,NP_004516.2,in vitro;in vivo;yeast 2-hybrid
GIPC1,05462,NP_005707.1,MYO6,02985,NP_004990.3,in vitro;in vivo;yeast 2-hybrid
UBE2I,09045,NP_003336.1,ARNT,00524,NP_001659.1,in vitro;in vivo
PEX14,03477,NP_004556.1,NFE2,09030,NP_006154.1,in vitro;yeast 2-hybrid
PEX14,03477,NP_004556.1,HDAC1,03143,NP_004955.2,in vitro
GZMB,00476,NP_004122.2,CASP9,03756,NP_001220.2,in vitro
GALNT1,03781,NP_065207.2,PTPRF,01552,NP_002831.2,in vitro
CASP9,03756,NP_001220.2,CAPN2,00254,NP_001739.2,in vitro
CASP6,03321,NP_001217.2,CASP3,02799,NP_004337.2,in vitro
ERVWE1,05231,NP_055405.3,SLC1A5,00173,NP_005619.1,in vitro;in vivo
TMSB4X,02153,NP_066932.1,ACTA2,00031,NP_001604.1,in vitro
HSPA8,07205,NP_006588.1,CYCS,00479,NP_061820.1,in vitro;in vivo
ERVWE1,05231,NP_055405.3,SLC1A4,02576,NP_003029.2,in vitro;in vivo
PTK2,02859,NP_005598.3,TP53,01859,NP_000537.3,in vitro;in vivo
FGF2,00622,NP_001997.5,SDC3,01719,NP_055469.3,in vitro
FGF2,00622,NP_001997.5,SDC2,00803,NP_002989.2,in vitro
FGF2,00622,NP_001997.5,SDC1,01718,NP_002988.3,in vitro
LACRT,06302,NP_150593.1,SDC1,01718,NP_002988.3,in vitro
FSCN1,04068,NP_003079.1,CTNNB1,00286,NP_001895.1,in vitro
CYB5A,08941,NP_683725.1,CYCS,00479,NP_061820.1,in vitro
PPYR1,03476,NP_005963.3,PYY,02869,NP_004151.2,in vitro
PPYR1,03476,NP_005963.3,NPY,01214,NP_000896.1,in vitro
PPYR1,03476,NP_005963.3,PPY,01340,NP_002713.1,in vitro
PPP1R15A,06572,NP_055145.3,PPP1R1A,17893,NP_006732.3,in vitro;in vivo;yeast 2-hybrid
PPP1R9B,04506,NP_115984.3,PPP1CA,15942,NP_001008709.1,in vivo;yeast 2-hybrid
PPP1R2,03478,NP_006232.1,PPP1R9B,04506,NP_115984.3,in vitro
CYB5R3,08942,NP_000389.1,CYCS,00479,NP_061820.1,in vitro
FAU,00002,NP_001988.1,COPS6,16735,NP_006824.2,yeast 2-hybrid
ALDH2,00003,NP_000681.2,UNC119,04927,NP_005139.1,yeast 2-hybrid
ALDH2,00003,NP_000681.2,FAM45B,06592,NP_060942.2,yeast 2-hybrid
ALDH2,00003,NP_000681.2,IGSF21,11309,NP_116269.2,yeast 2-hybrid
ALDH2,00003,NP_000681.2,C2orf18,12808,NP_060347.2,yeast 2-hybrid
ACTC1,00015,NP_005150.1,BRP44L,07091,NP_057182.1,yeast 2-hybrid
HSPB1,09076,NP_001531.1,CYCS,00479,NP_061820.1,in vitro
ACTG1,00017,NP_001605.1,PTPRO,02784,NP_109592.1,yeast 2-hybrid
ACTG1,00017,NP_001605.1,ST3GAL3,05930,NP_777623.1,yeast 2-hybrid
APEH,00034,NP_001631.3,TMEM62,08669,NP_079232.3,yeast 2-hybrid
ATP5B,00044,NP_001677.2,PSME3,05500,NP_789839.1,yeast 2-hybrid
ARF1,00054,NP_001649.1,C4orf14,12823,NP_115689.1,yeast 2-hybrid
ARF1,00054,NP_001649.1,WBP11,18293,NP_057396.1,yeast 2-hybrid
ALB,00062,NP_000468.1,LUC7L2,17456,NP_057103.2,yeast 2-hybrid
ADH5,00064,NP_000662.3,CHD3,09071,NP_001005271.2,yeast 2-hybrid
A2M,00072,NP_000005.2,C11orf58,18069,NP_055082.1,yeast 2-hybrid
AFP,00074,NP_001125.1,SGSM2,15284,NP_055668.2,yeast 2-hybrid
NDOR1,10444,AAL77754.1,CYCS,00479,NP_061820.1,in vitro
LRPAP1,00082,NP_002328.1,RTN4,07259,NP_065393.1,yeast 2-hybrid
LRPAP1,00082,NP_002328.1,PPM1G,09237,NP_817092.1,yeast 2-hybrid
LRPAP1,00082,NP_002328.1,POLA2,10160,NP_002680.2,yeast 2-hybrid
APLP1,00102,NP_001019978.1,GSTM4,00706,NP_000841.1,yeast 2-hybrid
APLP1,00102,NP_001019978.1,TMSB4X,02153,NP_066932.1,yeast 2-hybrid
APLP1,00102,NP_001019978.1,NACA,03137,NP_001106674.1,yeast 2-hybrid
APLP1,00102,NP_001019978.1,STX5,04426,NP_003155.2,yeast 2-hybrid
APLP1,00102,NP_001019978.1,TCF21,04493,NP_003197.2,yeast 2-hybrid
APLP1,00102,NP_001019978.1,CDKN2C,04534,NP_001253.1,yeast 2-hybrid
APLP1,00102,NP_001019978.1,UTP14A,06712,NP_006640.2,yeast 2-hybrid
COX4I2,12143,NP_115998.2,CYCS,00479,NP_061820.1,in vitro
APLP1,00102,NP_001019978.1,HLA-DQA1,06765,NP_002113.2,yeast 2-hybrid
APLP1,00102,NP_001019978.1,TSC22D1,07414,NP_904358.2,yeast 2-hybrid
APLP1,00102,NP_001019978.1,PHF10,11428,NP_060758.2,yeast 2-hybrid
APLP1,00102,NP_001019978.1,MPHOSPH6,16111,NP_005783.2,yeast 2-hybrid
APLP1,00102,NP_001019978.1,CRCT1,16635,NP_061933.1,yeast 2-hybrid
APLP1,00102,NP_001019978.1,TOE1,18212,NP_079353.3,yeast 2-hybrid
ANG,00105,NP_001136.1,TDGF1,01757,NP_003203.1,yeast 2-hybrid
ANG,00105,NP_001136.1,ATP6AP1,02184,NP_001174.2,yeast 2-hybrid
ANG,00105,NP_001136.1,PTEN,03431,NP_000305.3,yeast 2-hybrid
ANXA3,00111,NP_005130.1,IGSF21,11309,NP_116269.2,yeast 2-hybrid
USP7,03950,NP_003461.2,RNF220,13336,NP_060620.2,yeast 2-hybrid
ANXA3,00111,NP_005130.1,EMG1,12803,NP_006322.4,yeast 2-hybrid
ALDH7A1,00124,NP_001173.2,RECQL5,04806,NP_004250.4,yeast 2-hybrid
APOD,00134,NP_001638.1,GRINL1A,07575,NP_056347.1,yeast 2-hybrid
ARRB2,00147,NP_004304.1,SMARCC2,03437,NP_003066.2,yeast 2-hybrid
ARRB2,00147,NP_004304.1,NDUFS7,03491,NP_077718.3,yeast 2-hybrid
ARRB2,00147,NP_004304.1,STC2,04717,NP_003705.1,yeast 2-hybrid
ARRB2,00147,NP_004304.1,MED8,06991,NP_443109.2,yeast 2-hybrid
ASNS,00153,NP_597680.2,STRN4,18125,NP_001034966.1,yeast 2-hybrid
ATP5C1,00156,NP_001001973.1,CCND3,00452,NP_001751.1,yeast 2-hybrid
ATP5C1,00156,NP_001001973.1,EGFR,00579,NP_005219.2,yeast 2-hybrid
USP7,03950,NP_003461.2,RADIL,07663,NP_060529.4,yeast 2-hybrid
ATP5C1,00156,NP_001001973.1,ITIH2,00890,NP_002207.2,yeast 2-hybrid
ATP5C1,00156,NP_001001973.1,PJA1,02335,NP_660095.1,yeast 2-hybrid
ATP5C1,00156,NP_001001973.1,CA12,04464,NP_001209.1,yeast 2-hybrid
ATP5C1,00156,NP_001001973.1,DPP3,06012,NP_005691.2,yeast 2-hybrid
ATP5C1,00156,NP_001001973.1,GDPD2,06528,NP_060181.2,yeast 2-hybrid
ATP5C1,00156,NP_001001973.1,CCT7,06896,NP_006420.1,yeast 2-hybrid
ATP5C1,00156,NP_001001973.1,PAWR,09051,NP_002574.2,yeast 2-hybrid
ATP5C1,00156,NP_001001973.1,NGEF,10442,NP_062824.2,yeast 2-hybrid
ATP5C1,00156,NP_001001973.1,NDUFB3,11954,NP_002482.1,yeast 2-hybrid
ATP5C1,00156,NP_001001973.1,MED15,12117,NP_001003891.1,yeast 2-hybrid
CYC1,00480,NP_001907.2,CYC1,00480,NP_001907.2,in vivo
ATP5C1,00156,NP_001001973.1,CHMP2B,13174,NP_054762.2,yeast 2-hybrid
ATP5C1,00156,NP_001001973.1,ELOF1,14639,NP_115753.1,yeast 2-hybrid
ATP5C1,00156,NP_001001973.1,ZNF337,15779,NP_056470.1,yeast 2-hybrid
ATP6V0C,00162,NP_001685.1,MARK3,04058,NP_001122390.1,yeast 2-hybrid
SLC1A5,00173,NP_005619.1,TBC1D17,15471,NP_078958.1,yeast 2-hybrid
CD48,00177,NP_001769.2,EEF1D,00560,NP_115754.2,yeast 2-hybrid
CD48,00177,NP_001769.2,BRIX1,16563,NP_060791.3,yeast 2-hybrid
B2M,00189,NP_004039.1,BAT3,00808,NP_004630.3,yeast 2-hybrid
B2M,00189,NP_004039.1,PRSS23,07149,NP_009104.1,yeast 2-hybrid
BMP1,00209,NP_006120.1,YLPM1,11688,NP_062535.2,yeast 2-hybrid
UQCRFS1,01874,NP_005994.2,CYC1,00480,NP_001907.2,in vitro
ANXA6,00231,NP_001146.2,CDC73,09581,NP_078805.3,yeast 2-hybrid
S100A10,00232,NP_002957.1,SETDB1,06828,NP_001138887.1,yeast 2-hybrid
S100A10,00232,NP_002957.1,COPS6,16735,NP_006824.2,yeast 2-hybrid
CAPNS1,00240,NP_001740.1,RAB1A,01538,NP_004152.1,yeast 2-hybrid
CAPNS1,00240,NP_001740.1,TERF1,02975,NP_059523.2,yeast 2-hybrid
CAPNS1,00240,NP_001740.1,LRRCC1,11160,NP_208325.3,yeast 2-hybrid
CAPNS1,00240,NP_001740.1,GNB2,11820,NP_005264.2,yeast 2-hybrid
CAPNS1,00240,NP_001740.1,C7orf20,12909,NP_057033.2,yeast 2-hybrid
CAPNS1,00240,NP_001740.1,DRG1,16034,NP_004138.1,yeast 2-hybrid
CAPNS1,00240,NP_001740.1,ATP5J2,16520,NP_004880.1,yeast 2-hybrid
ATN1,06311,NP_001931.2,SPAG5,10246,NP_006452.3,yeast 2-hybrid
CYP2C19,00486,NP_000760.1,POR,00485,NP_000932.3,in vitro
CALM2,00242,NP_001734.1,MYO6,02985,NP_004990.3,yeast 2-hybrid
CALM2,00242,NP_001734.1,MRPL20,14746,NP_060441.2,yeast 2-hybrid
CANX,00252,NP_001737.1,FAM107A,09753,NP_009108.1,yeast 2-hybrid
